#ZIP	ELEC-KWH	ELEC-GJ	POP	HOUSEUNITS	MEDIANINCOME	AREA	TAX-CREDIT	AVGHOMEVALUE	COMM-kWH	COMM-GJ	INST-kWH	INST-GJ
SUMDIVELEC	1	277.778	1998.44	5253.7	0.0926378	5.73109e+07	26131.3	0.00937246	0.604755	167.988 2.87796 799.433
